,text,tokens,filtered_tokens,tagged_tokens,nouns
169,"

Not very many seats and it gets crowded because of the small space inside","['Not', 'very', 'many', 'seats', 'and', 'it', 'gets', 'crowded', 'because', 'of', 'the', 'small', 'space', 'inside']","['not', 'many', 'seats', 'gets', 'crowded', 'small', 'space', 'inside']","[('not', 'RB'), ('many', 'JJ'), ('seats', 'NNS'), ('gets', 'VBZ'), ('crowded', 'VBD'), ('small', 'JJ'), ('space', 'NN'), ('inside', 'IN')]","['seats', 'space']"
170,We ordered a fresh made whole pizza and took it outside to sit on the large couches inside Cosmo,"['We', 'ordered', 'a', 'fresh', 'made', 'whole', 'pizza', 'and', 'took', 'it', 'outside', 'to', 'sit', 'on', 'the', 'large', 'couches', 'inside', 'Cosmo']","['we', 'ordered', 'fresh', 'made', 'whole', 'pizza', 'took', 'outside', 'sit', 'large', 'couches', 'inside', 'cosmo']","[('we', 'PRP'), ('ordered', 'VBD'), ('fresh', 'JJ'), ('made', 'VBN'), ('whole', 'JJ'), ('pizza', 'NN'), ('took', 'VBD'), ('outside', 'JJ'), ('sit', 'NN'), ('large', 'JJ'), ('couches', 'NNS'), ('inside', 'IN'), ('cosmo', 'NN')]","['pizza', 'sit', 'couches', 'cosmo']"
171,It was much more comfier outside and less noisy,"['It', 'was', 'much', 'more', 'comfier', 'outside', 'and', 'less', 'noisy']","['it', 'much', 'comfier', 'outside', 'less', 'noisy']","[('it', 'PRP'), ('much', 'RB'), ('comfier', 'RBR'), ('outside', 'RB'), ('less', 'RBR'), ('noisy', 'JJ')]",[]
172,"

I liked it, but I wish they had ham.","['I', 'liked', 'it', ',', 'but', 'I', 'wish', 'they', 'had', 'ham', '.']","['i', 'liked', ',', 'i', 'wish', 'ham', '.']","[('i', 'NN'), ('liked', 'VBD'), (',', ','), ('i', 'JJ'), ('wish', 'JJ'), ('ham', 'NN'), ('.', '.')]","['i', 'ham']"
173,"One of those places where myth is better than reality.
Not a real hard place to find, not a hideway nor a secret place.
Located on 3rd floor and you'll see a large black door with a hallway  when you get off the escalator","['One', 'of', 'those', 'places', 'where', 'myth', 'is', 'better', 'than', 'reality', '.', 'Not', 'a', 'real', 'hard', 'place', 'to', 'find', ',', 'not', 'a', 'hideway', 'nor', 'a', 'secret', 'place', '.', 'Located', 'on', '3rd', 'floor', 'and', 'you', ""'ll"", 'see', 'a', 'large', 'black', 'door', 'with', 'a', 'hallway', 'when', 'you', 'get', 'off', 'the', 'escalator']","['one', 'places', 'myth', 'better', 'reality', '.', 'not', 'real', 'hard', 'place', 'find', ',', 'hideway', 'secret', 'place', '.', 'located', '3rd', 'floor', ""'ll"", 'see', 'large', 'black', 'door', 'hallway', 'get', 'escalator']","[('one', 'CD'), ('places', 'VBZ'), ('myth', 'NN'), ('better', 'RBR'), ('reality', 'NN'), ('.', '.'), ('not', 'RB'), ('real', 'JJ'), ('hard', 'JJ'), ('place', 'NN'), ('find', 'NN'), (',', ','), ('hideway', 'RB'), ('secret', 'JJ'), ('place', 'NN'), ('.', '.'), ('located', 'VBN'), ('3rd', 'CD'), ('floor', 'NN'), (""'ll"", 'MD'), ('see', 'VB'), ('large', 'JJ'), ('black', 'JJ'), ('door', 'NN'), ('hallway', 'NN'), ('get', 'VBP'), ('escalator', 'NN')]","['myth', 'reality', 'place', 'find', 'place', 'floor', 'door', 'hallway', 'escalator']"
174,Opens at 11:00 am,"['Opens', 'at', '11:00', 'am']","['opens', '11:00']","[('opens', 'NNS'), ('11:00', 'CD')]",['opens']
175,"if you go before, you'll miss it for sure since they close the large door.
It's definitely a good pizza but definitely not the best","['if', 'you', 'go', 'before', ',', 'you', ""'ll"", 'miss', 'it', 'for', 'sure', 'since', 'they', 'close', 'the', 'large', 'door', '.', 'It', ""'s"", 'definitely', 'a', 'good', 'pizza', 'but', 'definitely', 'not', 'the', 'best']","['go', ',', ""'ll"", 'miss', 'sure', 'since', 'close', 'large', 'door', '.', 'it', ""'s"", 'definitely', 'good', 'pizza', 'definitely', 'best']","[('go', 'VB'), (',', ','), (""'ll"", 'MD'), ('miss', 'VB'), ('sure', 'JJ'), ('since', 'IN'), ('close', 'RB'), ('large', 'JJ'), ('door', 'NN'), ('.', '.'), ('it', 'PRP'), (""'s"", 'VBZ'), ('definitely', 'RB'), ('good', 'JJ'), ('pizza', 'NN'), ('definitely', 'RB'), ('best', 'JJS')]","['door', 'pizza']"
176,"Probably best you can get around the area but you can get so much better even in LA.
$5.00 a piece but ridiculous $3.25 for a drink","['Probably', 'best', 'you', 'can', 'get', 'around', 'the', 'area', 'but', 'you', 'can', 'get', 'so', 'much', 'better', 'even', 'in', 'LA', '.', '$', '5.00', 'a', 'piece', 'but', 'ridiculous', '$', '3.25', 'for', 'a', 'drink']","['probably', 'best', 'get', 'around', 'area', 'get', 'much', 'better', 'even', 'la', '.', '$', '5.00', 'piece', 'ridiculous', '$', '3.25', 'drink']","[('probably', 'RB'), ('best', 'JJS'), ('get', 'VB'), ('around', 'RP'), ('area', 'NN'), ('get', 'VBP'), ('much', 'RB'), ('better', 'JJR'), ('even', 'RB'), ('la', 'JJR'), ('.', '.'), ('$', '$'), ('5.00', 'CD'), ('piece', 'NN'), ('ridiculous', 'JJ'), ('$', '$'), ('3.25', 'CD'), ('drink', 'NN')]","['area', 'piece', 'drink']"
177,"Go to 2nd floor store right below and get a soda.
we tried mushroom pizza and white pizza.","['Go', 'to', '2nd', 'floor', 'store', 'right', 'below', 'and', 'get', 'a', 'soda', '.', 'we', 'tried', 'mushroom', 'pizza', 'and', 'white', 'pizza', '.']","['go', '2nd', 'floor', 'store', 'right', 'get', 'soda', '.', 'tried', 'mushroom', 'pizza', 'white', 'pizza', '.']","[('go', 'VB'), ('2nd', 'CD'), ('floor', 'NN'), ('store', 'NN'), ('right', 'JJ'), ('get', 'NN'), ('soda', 'NN'), ('.', '.'), ('tried', 'JJ'), ('mushroom', 'NN'), ('pizza', 'NN'), ('white', 'JJ'), ('pizza', 'NN'), ('.', '.')]","['floor', 'store', 'get', 'soda', 'mushroom', 'pizza', 'pizza']"
178,Great pizza,"['Great', 'pizza']","['great', 'pizza']","[('great', 'JJ'), ('pizza', 'NN')]",['pizza']
179,Make sure you go,"['Make', 'sure', 'you', 'go']","['make', 'sure', 'go']","[('make', 'VB'), ('sure', 'JJ'), ('go', 'VB')]",[]
180,"Don't work too hard trying to find the secret location, just ask so you can get there fast","['Do', ""n't"", 'work', 'too', 'hard', 'trying', 'to', 'find', 'the', 'secret', 'location', ',', 'just', 'ask', 'so', 'you', 'can', 'get', 'there', 'fast']","['do', ""n't"", 'work', 'hard', 'trying', 'find', 'secret', 'location', ',', 'ask', 'get', 'fast']","[('do', 'VBP'), (""n't"", 'RB'), ('work', 'VB'), ('hard', 'RB'), ('trying', 'VBG'), ('find', 'VB'), ('secret', 'JJ'), ('location', 'NN'), (',', ','), ('ask', 'VB'), ('get', 'VB'), ('fast', 'JJ')]",['location']
181,"As simple as pizza is, many mess it up","['As', 'simple', 'as', 'pizza', 'is', ',', 'many', 'mess', 'it', 'up']","['as', 'simple', 'pizza', ',', 'many', 'mess']","[('as', 'IN'), ('simple', 'JJ'), ('pizza', 'NN'), (',', ','), ('many', 'JJ'), ('mess', 'NN')]","['pizza', 'mess']"
182,Secret Pizza has it figured  out,"['Secret', 'Pizza', 'has', 'it', 'figured', 'out']","['secret', 'pizza', 'figured']","[('secret', 'JJ'), ('pizza', 'NN'), ('figured', 'VBD')]",['pizza']
183,My NY friend even loved it,"['My', 'NY', 'friend', 'even', 'loved', 'it']","['my', 'ny', 'friend', 'even', 'loved']","[('my', 'PRP$'), ('ny', 'NN'), ('friend', 'NN'), ('even', 'RB'), ('loved', 'VBD')]","['ny', 'friend']"
184,Wait varies,"['Wait', 'varies']","['wait', 'varies']","[('wait', 'NN'), ('varies', 'NNS')]","['wait', 'varies']"
185,"Last time I went, I walked straight up and ordered","['Last', 'time', 'I', 'went', ',', 'I', 'walked', 'straight', 'up', 'and', 'ordered']","['last', 'time', 'i', 'went', ',', 'i', 'walked', 'straight', 'ordered']","[('last', 'JJ'), ('time', 'NN'), ('i', 'JJ'), ('went', 'VBD'), (',', ','), ('i', 'NN'), ('walked', 'VBD'), ('straight', 'RB'), ('ordered', 'VBN')]","['time', 'i']"
186,Nice staff.,"['Nice', 'staff', '.']","['nice', 'staff', '.']","[('nice', 'JJ'), ('staff', 'NN'), ('.', '.')]",['staff']
187,"Fellow yelpers this is a great place, I'm from New Jersey and we know good pizza.","['Fellow', 'yelpers', 'this', 'is', 'a', 'great', 'place', ',', 'I', ""'m"", 'from', 'New', 'Jersey', 'and', 'we', 'know', 'good', 'pizza', '.']","['fellow', 'yelpers', 'great', 'place', ',', 'i', ""'m"", 'new', 'jersey', 'know', 'good', 'pizza', '.']","[('fellow', 'JJ'), ('yelpers', 'NNS'), ('great', 'JJ'), ('place', 'NN'), (',', ','), ('i', 'VB'), (""'m"", 'VBP'), ('new', 'JJ'), ('jersey', 'NN'), ('know', 'VBP'), ('good', 'JJ'), ('pizza', 'NN'), ('.', '.')]","['yelpers', 'place', 'jersey', 'pizza']"
188," :)  This place is awesome, no signs or advertising just hidden spot whose location is only spread by word of mouth","[':', ')', 'This', 'place', 'is', 'awesome', ',', 'no', 'signs', 'or', 'advertising', 'just', 'hidden', 'spot', 'whose', 'location', 'is', 'only', 'spread', 'by', 'word', 'of', 'mouth']","[':', ')', 'this', 'place', 'awesome', ',', 'signs', 'advertising', 'hidden', 'spot', 'whose', 'location', 'spread', 'word', 'mouth']","[(':', ':'), (')', ')'), ('this', 'DT'), ('place', 'NN'), ('awesome', 'NN'), (',', ','), ('signs', 'NNS'), ('advertising', 'VBG'), ('hidden', 'JJ'), ('spot', 'NN'), ('whose', 'WP$'), ('location', 'NN'), ('spread', 'NN'), ('word', 'NN'), ('mouth', 'NN')]","['place', 'awesome', 'signs', 'spot', 'location', 'spread', 'word', 'mouth']"
189, Located down a long unmarked corridor,"['Located', 'down', 'a', 'long', 'unmarked', 'corridor']","['located', 'long', 'unmarked', 'corridor']","[('located', 'VBN'), ('long', 'RB'), ('unmarked', 'JJ'), ('corridor', 'NN')]",['corridor']
190, No map in the hotel reveals its location,"['No', 'map', 'in', 'the', 'hotel', 'reveals', 'its', 'location']","['no', 'map', 'hotel', 'reveals', 'location']","[('no', 'DT'), ('map', 'JJ'), ('hotel', 'NN'), ('reveals', 'NNS'), ('location', 'NN')]","['hotel', 'reveals', 'location']"
191,"  Also opened later than anything else in a area to get good food when you are drinking and hungry

When you walk in the first thing you'll notice is the long line of people.","['Also', 'opened', 'later', 'than', 'anything', 'else', 'in', 'a', 'area', 'to', 'get', 'good', 'food', 'when', 'you', 'are', 'drinking', 'and', 'hungry', 'When', 'you', 'walk', 'in', 'the', 'first', 'thing', 'you', ""'ll"", 'notice', 'is', 'the', 'long', 'line', 'of', 'people', '.']","['also', 'opened', 'later', 'anything', 'else', 'area', 'get', 'good', 'food', 'drinking', 'hungry', 'when', 'walk', 'first', 'thing', ""'ll"", 'notice', 'long', 'line', 'people', '.']","[('also', 'RB'), ('opened', 'VBN'), ('later', 'RB'), ('anything', 'NN'), ('else', 'JJ'), ('area', 'NN'), ('get', 'NN'), ('good', 'JJ'), ('food', 'NN'), ('drinking', 'NN'), ('hungry', 'NN'), ('when', 'WRB'), ('walk', 'NN'), ('first', 'RB'), ('thing', 'NN'), (""'ll"", 'MD'), ('notice', 'RB'), ('long', 'RB'), ('line', 'NN'), ('people', 'NNS'), ('.', '.')]","['anything', 'area', 'get', 'food', 'drinking', 'hungry', 'walk', 'thing', 'line', 'people']"
192,"  (The secret is out) Mostly eat-in slices sold (about 5.50 a slice/30 bucks a pie), less than a dozen seats and counter space and twice as many people than seats.","['(', 'The', 'secret', 'is', 'out', ')', 'Mostly', 'eat-in', 'slices', 'sold', '(', 'about', '5.50', 'a', 'slice/30', 'bucks', 'a', 'pie', ')', ',', 'less', 'than', 'a', 'dozen', 'seats', 'and', 'counter', 'space', 'and', 'twice', 'as', 'many', 'people', 'than', 'seats', '.']","['(', 'the', 'secret', ')', 'mostly', 'eat-in', 'slices', 'sold', '(', '5.50', 'slice/30', 'bucks', 'pie', ')', ',', 'less', 'dozen', 'seats', 'counter', 'space', 'twice', 'many', 'people', 'seats', '.']","[('(', '('), ('the', 'DT'), ('secret', 'NN'), (')', ')'), ('mostly', 'RB'), ('eat-in', 'JJ'), ('slices', 'NNS'), ('sold', 'VBN'), ('(', '('), ('5.50', 'CD'), ('slice/30', 'NN'), ('bucks', 'NNS'), ('pie', 'NN'), (')', ')'), (',', ','), ('less', 'RBR'), ('dozen', 'NN'), ('seats', 'NNS'), ('counter', 'VBP'), ('space', 'NN'), ('twice', 'RB'), ('many', 'JJ'), ('people', 'NNS'), ('seats', 'NNS'), ('.', '.')]","['secret', 'slices', 'slice/30', 'bucks', 'pie', 'dozen', 'seats', 'space', 'people', 'seats']"
193, We ordered 2 pies (4 types) and we asked them to pick their most popular mixes..,"['We', 'ordered', '2', 'pies', '(', '4', 'types', ')', 'and', 'we', 'asked', 'them', 'to', 'pick', 'their', 'most', 'popular', 'mixes..']","['we', 'ordered', '2', 'pies', '(', '4', 'types', ')', 'asked', 'pick', 'popular', 'mixes..']","[('we', 'PRP'), ('ordered', 'VBD'), ('2', 'CD'), ('pies', 'NNS'), ('(', '('), ('4', 'CD'), ('types', 'NNS'), (')', ')'), ('asked', 'VBD'), ('pick', 'JJ'), ('popular', 'JJ'), ('mixes..', 'NN')]","['pies', 'types', 'mixes..']"
194, So the first was the white pie.,"['So', 'the', 'first', 'was', 'the', 'white', 'pie', '.']","['so', 'first', 'white', 'pie', '.']","[('so', 'RB'), ('first', 'JJ'), ('white', 'JJ'), ('pie', 'NN'), ('.', '.')]",['pie']
195," Simple, thin crust Mozzarella and ricotta but the whole pie was soaked is an olive oil/ butter garlic mix that was off the hook! My favorite.","['Simple', ',', 'thin', 'crust', 'Mozzarella', 'and', 'ricotta', 'but', 'the', 'whole', 'pie', 'was', 'soaked', 'is', 'an', 'olive', 'oil/', 'butter', 'garlic', 'mix', 'that', 'was', 'off', 'the', 'hook', '!', 'My', 'favorite', '.']","['simple', ',', 'thin', 'crust', 'mozzarella', 'ricotta', 'whole', 'pie', 'soaked', 'olive', 'oil/', 'butter', 'garlic', 'mix', 'hook', '!', 'my', 'favorite', '.']","[('simple', 'NN'), (',', ','), ('thin', 'JJ'), ('crust', 'NN'), ('mozzarella', 'NN'), ('ricotta', 'NN'), ('whole', 'JJ'), ('pie', 'NN'), ('soaked', 'VBD'), ('olive', 'JJ'), ('oil/', 'NN'), ('butter', 'NN'), ('garlic', 'JJ'), ('mix', 'NN'), ('hook', 'NN'), ('!', '.'), ('my', 'PRP$'), ('favorite', 'JJ'), ('.', '.')]","['simple', 'crust', 'mozzarella', 'ricotta', 'pie', 'oil/', 'butter', 'mix', 'hook']"
196,  The second was normal red Pie pepperoni and sausage.,"['The', 'second', 'was', 'normal', 'red', 'Pie', 'pepperoni', 'and', 'sausage', '.']","['the', 'second', 'normal', 'red', 'pie', 'pepperoni', 'sausage', '.']","[('the', 'DT'), ('second', 'JJ'), ('normal', 'JJ'), ('red', 'JJ'), ('pie', 'NN'), ('pepperoni', 'NN'), ('sausage', 'NN'), ('.', '.')]","['pie', 'pepperoni', 'sausage']"
197,The pepperoni was great but overly greasy and the sausage was weird looking but tasted good,"['The', 'pepperoni', 'was', 'great', 'but', 'overly', 'greasy', 'and', 'the', 'sausage', 'was', 'weird', 'looking', 'but', 'tasted', 'good']","['the', 'pepperoni', 'great', 'overly', 'greasy', 'sausage', 'weird', 'looking', 'tasted', 'good']","[('the', 'DT'), ('pepperoni', 'NN'), ('great', 'JJ'), ('overly', 'RB'), ('greasy', 'JJ'), ('sausage', 'NN'), ('weird', 'JJ'), ('looking', 'VBG'), ('tasted', 'VBD'), ('good', 'JJ')]","['pepperoni', 'sausage']"
198," Next was a plain Cheese, sauce and mozzarella","['Next', 'was', 'a', 'plain', 'Cheese', ',', 'sauce', 'and', 'mozzarella']","['next', 'plain', 'cheese', ',', 'sauce', 'mozzarella']","[('next', 'JJ'), ('plain', 'NN'), ('cheese', 'NN'), (',', ','), ('sauce', 'VBP'), ('mozzarella', 'NN')]","['plain', 'cheese', 'mozzarella']"
199," It was good but nothing to write home about except for the fact that this was good east coast pizza in Vegas! The last was a veggie mix of black olives, peppers and onions.","['It', 'was', 'good', 'but', 'nothing', 'to', 'write', 'home', 'about', 'except', 'for', 'the', 'fact', 'that', 'this', 'was', 'good', 'east', 'coast', 'pizza', 'in', 'Vegas', '!', 'The', 'last', 'was', 'a', 'veggie', 'mix', 'of', 'black', 'olives', ',', 'peppers', 'and', 'onions', '.']","['it', 'good', 'nothing', 'write', 'home', 'except', 'fact', 'good', 'east', 'coast', 'pizza', 'vegas', '!', 'the', 'last', 'veggie', 'mix', 'black', 'olives', ',', 'peppers', 'onions', '.']","[('it', 'PRP'), ('good', 'JJ'), ('nothing', 'NN'), ('write', 'JJ'), ('home', 'NN'), ('except', 'IN'), ('fact', 'NN'), ('good', 'JJ'), ('east', 'NN'), ('coast', 'NN'), ('pizza', 'NN'), ('vegas', 'NN'), ('!', '.'), ('the', 'DT'), ('last', 'JJ'), ('veggie', 'JJ'), ('mix', 'NN'), ('black', 'JJ'), ('olives', 'NNS'), (',', ','), ('peppers', 'NNS'), ('onions', 'NNS'), ('.', '.')]","['nothing', 'home', 'fact', 'east', 'coast', 'pizza', 'vegas', 'mix', 'olives', 'peppers', 'onions']"
200,Overall really solid pizza.,"['Overall', 'really', 'solid', 'pizza', '.']","['overall', 'really', 'solid', 'pizza', '.']","[('overall', 'JJ'), ('really', 'RB'), ('solid', 'JJ'), ('pizza', 'NN'), ('.', '.')]",['pizza']
201," 

Shhhh- 3rd floor off the escalators","['Shhhh-', '3rd', 'floor', 'off', 'the', 'escalators']","['shhhh-', '3rd', 'floor', 'escalators']","[('shhhh-', 'JJ'), ('3rd', 'CD'), ('floor', 'NN'), ('escalators', 'NNS')]","['floor', 'escalators']"
202, Look for the long hallway..,"['Look', 'for', 'the', 'long', 'hallway..']","['look', 'long', 'hallway..']","[('look', 'NN'), ('long', 'RB'), ('hallway..', 'NN')]","['look', 'hallway..']"
203,Secret Pizza was the first stop of my friend's 22nd birthday celebration last month,"['Secret', 'Pizza', 'was', 'the', 'first', 'stop', 'of', 'my', 'friend', ""'s"", '22nd', 'birthday', 'celebration', 'last', 'month']","['secret', 'pizza', 'first', 'stop', 'friend', ""'s"", '22nd', 'birthday', 'celebration', 'last', 'month']","[('secret', 'JJ'), ('pizza', 'NN'), ('first', 'RB'), ('stop', 'VB'), ('friend', 'NN'), (""'s"", 'POS'), ('22nd', 'JJ'), ('birthday', 'NN'), ('celebration', 'NN'), ('last', 'JJ'), ('month', 'NN')]","['pizza', 'friend', 'birthday', 'celebration', 'month']"
204,She had heard so much about it that she absolutely had to include it,"['She', 'had', 'heard', 'so', 'much', 'about', 'it', 'that', 'she', 'absolutely', 'had', 'to', 'include', 'it']","['she', 'heard', 'much', 'absolutely', 'include']","[('she', 'PRP'), ('heard', 'VBD'), ('much', 'RB'), ('absolutely', 'RB'), ('include', 'VBP')]",[]
205,You know the drill,"['You', 'know', 'the', 'drill']","['you', 'know', 'drill']","[('you', 'PRP'), ('know', 'VBP'), ('drill', 'VB')]",[]
206,"Whatever birthday girl says, goes.

This place really is hidden in The Cosmo though","['Whatever', 'birthday', 'girl', 'says', ',', 'goes', '.', 'This', 'place', 'really', 'is', 'hidden', 'in', 'The', 'Cosmo', 'though']","['whatever', 'birthday', 'girl', 'says', ',', 'goes', '.', 'this', 'place', 'really', 'hidden', 'the', 'cosmo', 'though']","[('whatever', 'WDT'), ('birthday', 'NN'), ('girl', 'NN'), ('says', 'VBZ'), (',', ','), ('goes', 'VBZ'), ('.', '.'), ('this', 'DT'), ('place', 'NN'), ('really', 'RB'), ('hidden', 'VBZ'), ('the', 'DT'), ('cosmo', 'NN'), ('though', 'IN')]","['birthday', 'girl', 'place', 'cosmo']"
207,"Basically, you're looking for this random hallway","['Basically', ',', 'you', ""'re"", 'looking', 'for', 'this', 'random', 'hallway']","['basically', ',', ""'re"", 'looking', 'random', 'hallway']","[('basically', 'RB'), (',', ','), (""'re"", 'VBP'), ('looking', 'VBG'), ('random', 'NN'), ('hallway', 'NN')]","['random', 'hallway']"
208,That's all I'll spill,"['That', ""'s"", 'all', 'I', ""'ll"", 'spill']","['that', ""'s"", 'i', ""'ll"", 'spill']","[('that', 'DT'), (""'s"", 'VBZ'), ('i', 'JJ'), (""'ll"", 'MD'), ('spill', 'VB')]",[]
209,"Can't spoil it too much for everyone right?

We had seven people in our group, so we waited, and waited, then waited some more","['Ca', ""n't"", 'spoil', 'it', 'too', 'much', 'for', 'everyone', 'right', '?', 'We', 'had', 'seven', 'people', 'in', 'our', 'group', ',', 'so', 'we', 'waited', ',', 'and', 'waited', ',', 'then', 'waited', 'some', 'more']","['ca', ""n't"", 'spoil', 'much', 'everyone', 'right', '?', 'we', 'seven', 'people', 'group', ',', 'waited', ',', 'waited', ',', 'waited']","[('ca', 'MD'), (""n't"", 'RB'), ('spoil', 'VB'), ('much', 'JJ'), ('everyone', 'NN'), ('right', 'RB'), ('?', '.'), ('we', 'PRP'), ('seven', 'CD'), ('people', 'NNS'), ('group', 'NN'), (',', ','), ('waited', 'VBD'), (',', ','), ('waited', 'VBD'), (',', ','), ('waited', 'VBD')]","['everyone', 'people', 'group']"
