,business_id,cool,date,funny,review_id,stars,text,useful,user_id
399333,iCQpiavjjPzJ5_3gPD5Ebg,0,2013-11-07,0,c-aI4bT5XNI4WRiwF_a9Rw,5,"I don't know how much longer this place can be a ""secret"" because it is seriously good! We came here one late night from a friend's recommendation, whom we thought was trolling us the entire time, but it turned out that this place exists! The place was pretty packed. We waited for about 45 minutes to get our three whole pizza orders. They were sooooo worth the wait! They were NYC style pizza (we tried the Chicago one too but it wasn't that good). The slices were big and the cheese was oozing out of the pizza with every bite. It might be because we were hungry too but everyone in my group thought the pizzas were excellent! We'll definitely be back here on our next trip to Vegas!",0,63o54knmfr7JWzR0agfh4g
400686,iCQpiavjjPzJ5_3gPD5Ebg,0,2015-08-13,0,hziafYM-ShscSxGX_bLHsg,5,"Must go, awesome pizza...if you can find it lol!  All the pizzas were awesome.  We go here every time we are in Las Vegas.  Ask the employees at the cosmopolitan where it is at!",0,Vd9G-SeTKdDyjehdkLfnLw
401181,iCQpiavjjPzJ5_3gPD5Ebg,0,2012-10-10,0,Pv8QBgSGQbHkmgWmSAUVsQ,4,"Secret Pizza Kitchen is no damn joke! The pizza here is honestly one of the (if not the best) pizza I have every tried.

Its is really not that tough to find if you ask around. They were out of the white pizza which I really wanted to try. Would not be ready for 20 minutes and I am not a patient person when it comes to food.

Wife and I ordered 2 slices each which came out to $5 a slice. We had the plain peperroni and chesse, and the mushroom with sausage pizza. Haaaaaaleluya....Haaaaaaaleluya! Yeah that is what I heard in the background as I took my first bites. Seriously excellent tasting. I even finished the crust which Is something I never do.

Pricey? Yes. Worth it. YES! A large pie will run you about $20.

The only reason I deducted a star is because there is no seating available, which would be cool if they did. I personally don't like to eat standing up.

But in all seriousness, there is no way I will do this place justice by describing the taste. You have to come and try for yourself asap!

P.S. No I was not drunk",2,Zhl71VejngRvtqcoKNf-Ag
403366,iCQpiavjjPzJ5_3gPD5Ebg,0,2014-04-16,0,mSChi338hiv9jN901MXSmA,4,"Great  tasting pizza after a long walk along the strip! It's cheap, it's filling and it's tasty. Screw fine dining!!",0,RrA5uE-mV8-82kcS_bbo6g
407602,iCQpiavjjPzJ5_3gPD5Ebg,0,2013-10-29,0,oXkUXuuFmWAQrhCN9pzUdQ,5,"hehe. Saved me many drunk nights at the cosmepolitan. Has a nice lounge outside to eat and hang out while shooting pool. Oh yeah, pizza is delish",0,tOcT7_4Kz6JQdn-oo08eWA
408882,iCQpiavjjPzJ5_3gPD5Ebg,2,2011-02-17,2,lKfNdYzftj5nYJBbIsE2DQ,5,"Oh ayyy, ayyy oh!! Oh, Marone a mi, fuhgetaboutit, this place is fanfreakintastic!! 

Lol, I almost wish nobody knew about this place. This is definitely a secret worth keeping. It deserves every one of the 5 stars I have given it! I mean the pies are pretty damn good, but it just goes beyond that with everything else. 

From the moment you walk in & are greeted by my Paisan, Nico until you leave, you just can't help but feel giddy. When you step up to the counter, Nico just lays it all out, as only he can, starting you off with the pricing & some playful banter & all the different magic you can make with your slice or pie. The magic is definitely limited to your own imagination ;) 

However, I went with the basics, a slice of cheese & a slice of pepperoni & washed it down with a Barq's. My date du jour had a slice of cheese & some water. At which time, we took our place on some stools along the counter & did the good old pizza fold & chowed down! 

We strolled in about 2 am-ish, after catching a movie at Rave. I was totally craving a slice! It wasn't too busy at all, fortunately ;) It looked like there had just been a crowd in there, as it was a little messy. But that only adds to the charm of such a place. 

The most magical part of this late night pizza craving was, that it was all ""on them""! Unfortunately for us, or them, depending on how you look at it, they couldn't take cards at that particular time, which was all I had on me. So yeah, SCORE! Cuz, I do likes me some FREE eats ;) However, we did leave a nice tip for them in the tip jar. 

Overall, an awesome place to grab a slice or a whole pie. Definitely a cool vibe & not something you would expect to be in a stunning place, such as the Cosmo. You gotta really look for this place when you get up to the 3rd floor. Which is all I'm saying :P You will have to read the other reviews on here to find your way. Lol!",2,JUeGFCsprKVUYok4oLsdEA
411802,iCQpiavjjPzJ5_3gPD5Ebg,0,2016-12-29,0,9cOJjvbEkf-6KCKvh-Osnw,4,"Secret pizza is in a really hidden  no sign you barely see the entrance. Pizza it's self isn't that bad I prefer white pizza, supreme and pepperoni is kinda salty. 
Big tip: if you going with a group better call them and order otherwise you would  overpay for slices also when you try to reach them they don't pick up a phone so you definitely should wait until some one will answer the phone. Line after Marquee hours is getting insane so be aware of that but overall pretty tasty pizza when u really hungry!!!",0,KJZndh0wbzIpM62TRMq3Hw
413720,iCQpiavjjPzJ5_3gPD5Ebg,0,2017-05-15,0,lQ4k6i7d9mzUZsV3AmAbRw,4,"Staying at the Cosmopolitan and this restaurant was recommended to me by my sister-n-law who frequents here and described it as a really cool ""secret"" pizza place and that I had to know what I wanted before I got to the counter. I arrived around 3 pm after spotting someone coming out of the ""hole"" with a pizza box. The short hallway is lined with record covers. The menu had 3 choices but there were more options on the counter. The staff was friendly and did not rush me. I chose the pepperoni mushroom which was reheated for me and I stood at a counter height table to eat it. The pizza was good, not great but it hit the spot since I was starving! It had thin crust and minimal sauce. When I folded it to eat it, grease dripped out, but hey-who's complaining?!? It's pizza!! Recommend to anyone who'd like to have a unique experience while in Vegas!",0,tGZJwIavXk0kWmyt2pxuxg
414419,iCQpiavjjPzJ5_3gPD5Ebg,0,2012-02-24,0,CRQxvQQMbTfa9VtzxLjMTw,5,Luv this place!! Its like walking in off the streets of NYC. & the fact that you have to know where it is to fnd it is the best!,2,TiViRJqaDKssDyR8ODw24Q
415375,iCQpiavjjPzJ5_3gPD5Ebg,0,2014-03-03,0,610xuLuKHuadSMKmlN8lJg,4,"Great pizza, a little pricey, great service a definite place to stop and try for a quick bite .",0,jKnHk6dLpHBV3JhlL-z_7w
418117,iCQpiavjjPzJ5_3gPD5Ebg,1,2012-01-29,0,G7EoNvHRWslXBViEcojMag,5,"Dammmmm GOOD!
Cons: strip prices, 7 chairs-grab one or stand up eating
Pros: crust, in the cool cosmopolitan , drink refills,

So taking our son to game works we decided to park @ Cosmo & eat-was $100 for wicked spoon buffet for 2 adults & child- so saved that for another time & had read about this spot on yelp-
Tiny hole in the wall-literally
Get it by the slice or order whole pie
Was 30+ min wait for whole pie so we ordered 6 slices + salad+ bottle of water + 1 coke=55$ish 
Like I said your on the strip so to be expected. Anyway..
Omg amazing crust on white pie- I can still taste it - ordered w sliced meatballs SOOO GOOD.
Bf & son had pep & mushroom they loved it & after ""ciao ciao apizza "" closed its been a hard sell for them to find decent pizza
The spot right outside is so chill w a pool table - great for a date or chill w friends",1,QFYT4jsU_MYEjBIhvHNQGw
424194,iCQpiavjjPzJ5_3gPD5Ebg,0,2015-11-25,0,5eDMPVKf_XwiUSDwkAeZCQ,4,"Read a lot of good reviews about this place so we decided to go on a hunt and find it. Its definitely in a hidden area. The pizza is pretty good, the staff isn't super friendly but I would definitely go back when in the area to have another slice.",0,BjOPeMXhWwkRUQ9xBt3hrw
426167,iCQpiavjjPzJ5_3gPD5Ebg,0,2013-08-22,0,x0b4M7V85gZAhgfGfsfhlg,4,So glad we found it.  Great crust and toppings.  I never eat the crust but ate every last bite.  Only recommendation is maybe add a little more sauce.  Will come back whenever we are in Vegas.  Yum!,0,2--_FW6hVUesXUKncoAh9w
430944,iCQpiavjjPzJ5_3gPD5Ebg,0,2012-08-14,0,NrJvJ1vSELLJTDaCrtk-JQ,5,Had the white pizza wife had the cheese no doubt one of the best in town,0,BNYZLcDPCfb8FtAq5FgUtw
434265,iCQpiavjjPzJ5_3gPD5Ebg,0,2015-12-25,0,Lqqn9A6-SlwiSu8w0ektfQ,3,"Pizza was decent.. Not exactly mind blowing but a good snack if you're drunk.

The success of secret pizza is its mystery factor.  A neat idea,  but the average pizza means this is just a one time visit for me.",0,YUEajpUpCdeZo0_bQuYtAA
436662,iCQpiavjjPzJ5_3gPD5Ebg,0,2015-11-29,0,Z7iKaTW-qWeZK5s_Iba5ZQ,5,"White pizza was incredible.  The place was fun to find..ok we did have to ask and where"" 25 steps away "" the slices are pretty large and we didnt need to order 2 slices each..but it was so good we ate it all",0,GnvYRQS4mvCLiB67j6uQyg
438451,iCQpiavjjPzJ5_3gPD5Ebg,0,2016-06-06,0,eoulLuOHIwQAWV49Pp6g6g,4,"Great pizza, the line wasn't too long and the beer is actually affordable.  For on the strip dining it's excellent considering the price.  Customer service was meh but they are busy and deal with a lot of idiots so I get it.  Also it was easy to find follow the drunk frat guys in swim trunks.",0,p-lavwBNVdH1CV5UCYPh7w
441992,iCQpiavjjPzJ5_3gPD5Ebg,0,2013-07-01,3,26RDuQQ9jRV4fp-ik5zC6Q,1,"What are are the 5 star reviews for. The pizza was terrible. Very Greasy and expensive. 2 things. 1st they get great ratings due to the fact that the kids review the place on the spot when the are drunk and think its the best pizza. Also I think it maybe was good when it 1st came out but they started to go cheap on things. 
Also why do you guys reheat the pizza after ordering it. There was a line out the door. keep the pizza it a hot display case or something so you can serve it faster and not have to toss it in the oven.
downtown pizza is still my favorite.",2,tD0un6mpPmcJhoI_4U2vvw
448253,iCQpiavjjPzJ5_3gPD5Ebg,1,2014-02-16,1,mFptB3NI1XXw6Mt33Ag0nA,4,Located on the 3rd floor of the Cosmopolitan Hotel and across the escalator through a long hallway you'll find one of the best pizzas in Las Vegas. We ordered the white pizza special with pepperoni and some sort of sausage and a mushroom and sausage pizza. Both were delicious! Total came out to $11 for the two pizzas. You can also use your Cosmopolitan Identity Players card to pay for your meal if you have enough points. There isn't really much space to eat inside but you can take your meal outside by the escalator where there is a nice lounge area with plenty of seating. You will find many people devouring their pizzas there! There is also a pool table you can use for free. We will be coming back here again!,1,RtaPfDS-kqNJYN_uPtgfQA
448502,iCQpiavjjPzJ5_3gPD5Ebg,0,2012-05-29,0,YQCOEB4AkPyMjVKCf_z5CQ,4,"Grabbed a pizza here before we went clubbing at marquee when we stayed at the cosmopolitan. The pizza was a little pricey but being in the cosmopolitan it wasn't too bad for a whole pizza at $32 in my opinion, especially since it was pretty big and had I think 5 toppings on it

The pizza tasted great and all the toppings mixed well and it had a lot of cheese which was nice as I hate it when my pizza doesn't have enough cheese. My only complaint is that the pizza is thin crust here and I am not a very big fan of thin crust pizza. But I was still very happy with it as it tasted great, hit the spot, and put a little something in my belly before a night of drinking and raging at marquee",0,yG00-Dcv5iFS2SaezGu-Kw
448901,iCQpiavjjPzJ5_3gPD5Ebg,0,2017-12-14,0,OicQjGdFjhed-jeMQhRu1A,5,"Great slice, good price, very friendly crew. Small seating area and not hard to find if you know where to look!

Classic NY style thin crust pizza.",0,wregW1gPLYWwMjLLJR1hJw
453533,iCQpiavjjPzJ5_3gPD5Ebg,0,2017-09-02,0,bs9qAxEkjQ4M7YDCPJMRcA,4,"Delicious pizza! What better place to go when you're hungry at 2 am? The line can get a bit long, but it's worth the wait.",0,IsReHcmIJyw99sVm6yQgXA
453957,iCQpiavjjPzJ5_3gPD5Ebg,0,2017-08-28,0,2RngJxt02cYh7rfR6KaghA,5,"Pizza was so good, it took me back to my childhood. Crispy crust and very good melts cheese. Definitely one of the best pizza I've had.",0,L2ULZA4LQNUfeLkmvjPw-Q
455850,iCQpiavjjPzJ5_3gPD5Ebg,0,2014-05-05,0,UG2fzSZDSwbH7RxODHRrOQ,4,"Simple and a bit overpriced, but so delicious. Perfect late night snack but there will be a long wait (which isn't so great when you've been in heels all night). There is a very small counter with a few stools, but luckily we were able to find some seats near the pool table right outside the entrance.",0,7fTxW2Mm-kywvGUkk1vzoQ
456522,iCQpiavjjPzJ5_3gPD5Ebg,0,2016-04-27,0,LfOsOyjkvw1su2urdyIwdg,4,?????pizza??Vegas??10???????Secret Pizza ??pizza ????????? ???????????,0,wwlRs4EnukOdsE4AaUvp9g
457460,iCQpiavjjPzJ5_3gPD5Ebg,0,2011-06-25,0,JiBRgUONN1w_2FIHBmw7NA,5,"Amazing!  I love how you feel like you've found a hidden gem, not to mention the best pizza I've had.  We both had two pieces: cheese, mozzarella, veggie, and mushroom...all were great, but the cheese is my favorite.  They have the perfect amount of cheese sauce and the thin crust is phenomenal!  Not a lot of seating, but lucky for us we went for an early dinner (around 6:30pm) on a Saturday night so we sat next to the pinball machine.",0,KLB3wIYUwKDPMbijIE92vg
460092,iCQpiavjjPzJ5_3gPD5Ebg,1,2014-05-29,0,I4Xp4lEPOaBhS8E38ZLipA,5,"Found this place on yelp, awesome! We were the only guys there, cheap pizza, cheap drinks, great music. No complaints!",0,YH3u67QI0zs00sycmMNxjw
460643,iCQpiavjjPzJ5_3gPD5Ebg,0,2013-03-27,0,OJpzldRXaKmdtBjd7NYxWA,5,"I'm a huge pizza snob and this place is amazing. I had the both the veggie and pepperoni and peppers slices and my only regret was not having the entire rest of the pie to go with them. Totally worth the long line. If you're looking for authentic NY pizza, this stuff is the real deal.",0,1Q_UJWuBb8_rUA1XAf6Pjw
467633,iCQpiavjjPzJ5_3gPD5Ebg,0,2017-08-16,0,1yog5ty7_U8bMaQNMBxcGQ,5,Our go to pizza joint late at night.  Been coming here for the last couple years whenever we get a late night craving. Depending on the time the wait can be short or really long.  We ordered ahead of time so picking up our pizzas was a breeze.  Something about the dough/crust that makes their pizza taste so good! Thanks again secret pizza!,0,d_lH1CZ82fs6dk2wiktZuQ
470387,iCQpiavjjPzJ5_3gPD5Ebg,0,2016-03-30,0,lnkS_uNA2iHZMbDM-ATm5g,5,The pizza is ridiculously good! It's on the 3 floor and it took a long time to find it. It was fun and worth the hunt!! Whole pie that is huge $30 for one topping! Individual slices sold too!,0,LiCRNatQQbZctNyx9KeCEQ
476200,iCQpiavjjPzJ5_3gPD5Ebg,0,2013-06-10,0,b4GM8dv63uY_rEi-yaqpdQ,5,Great slice of pie. The staff was really friendly even with all the alcohol infused patrons. Grabbed a slice of pepperoni and a pepperoni with meatballs. I hope this joint is there the next time I visit Vegas.,0,0HBINBpEA1hOgLgn_13qqA
478541,iCQpiavjjPzJ5_3gPD5Ebg,0,2015-05-12,0,JiWNhAF7gvbxNcOy0VA1Fg,5,"This pizza was amazing. 
I ordered it for room service last year when I was on a trip and didn't realize it was such a big deal. 

The pizza tastes great. It's even more exciting because it's a ""secret"". Must try!",0,HV9qOehflZSM7rQFLAbPsA
